City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Olafsvik,IS,64.8945,-23.7142,31.15,68,79,22.46,broken clouds
350,Byron Bay,AU,-28.65,153.6167,69.87,96,100,2.66,moderate rain
351,Patea,NZ,-39.7583,174.4833,61.66,97,100,5.26,overcast clouds
352,Shurugwi,ZW,-19.6702,30.0059,78.37,28,5,8.84,clear sky
353,Tura,IN,25.5198,90.2201,61.75,68,36,3.74,scattered clouds
354,Polyarnyy,RU,69.1989,33.4478,0.07,79,100,11.52,overcast clouds
355,Saldanha,ZA,-33.0117,17.9442,64.38,72,78,12.06,broken clouds
356,Mombasa,KE,-4.0547,39.6636,79.7,82,84,7.67,light rain
357,Deputatskiy,RU,69.3,139.9,-18.94,95,100,5.08,overcast clouds
358,Conde,BR,-7.2597,-34.9075,85.77,59,60,13.29,broken clouds
359,Margate,GB,51.3813,1.3862,53.04,83,100,1.01,overcast clouds
360,Eregli,TR,37.5133,34.0467,59.36,20,12,17.07,few clouds
361,Oeiras Do Para,BR,-2.0031,-49.8544,95.31,38,38,7.4,scattered clouds
362,Moron,AR,-34.6534,-58.6198,79.02,36,0,3.0,clear sky
363,Port Blair,IN,11.6667,92.75,79.75,81,100,13.91,overcast clouds
364,Boysun,UZ,38.2061,67.1986,48.96,34,25,5.5,scattered clouds
365,Ilulissat,GL,69.2167,-51.1,15.04,91,93,6.91,overcast clouds
366,Nabire,ID,-3.3667,135.4833,75.11,94,100,4.16,overcast clouds
367,Mangaratiba,BR,-22.9597,-44.0406,81.03,91,100,2.15,overcast clouds
368,Qujing,CN,25.4833,103.7833,38.26,83,62,2.98,broken clouds
369,Vattalkundu,IN,10.1667,77.7667,73.08,92,16,1.72,few clouds
370,Aguas Verdes,PE,-3.4814,-80.245,82.29,58,91,8.99,overcast clouds
371,Santa Fe,AR,-31.6333,-60.7,88.75,32,0,3.0,clear sky
372,Baoding,CN,38.8511,115.4903,32.97,33,0,4.41,clear sky
373,Chipinge,ZW,-20.1883,32.6236,72.77,40,30,6.76,scattered clouds
374,Grand Gaube,MU,-20.0064,57.6608,76.37,68,11,4.0,few clouds
375,Severo-Kurilsk,RU,50.6789,156.125,29.62,64,93,9.4,overcast clouds
376,Bathsheba,BB,13.2167,-59.5167,82.31,78,93,18.57,overcast clouds
377,Aksu,CN,41.1231,80.2644,27.07,46,47,0.96,scattered clouds
378,Srednekolymsk,RU,67.45,153.6833,-17.32,98,100,8.86,overcast clouds
379,Pisco,PE,-13.7,-76.2167,71.65,64,0,10.36,clear sky
380,Garissa,KE,-0.4536,39.6401,85.37,53,100,2.66,overcast clouds
381,Pomabamba,PE,-8.8333,-77.4667,58.69,60,97,2.98,light rain
382,Bodden Town,KY,19.2833,-81.25,83.93,67,82,8.99,broken clouds
383,Novyy Urengoy,RU,66.0833,76.6333,-16.8,99,9,8.23,clear sky
384,Half Moon Bay,US,37.4636,-122.4286,68.97,88,1,0.0,mist
385,Ribeira Grande,PT,38.5167,-28.7,64.8,63,40,9.22,scattered clouds
386,Washougal,US,45.5826,-122.3534,57.94,94,90,4.61,overcast clouds
387,Mayo,US,38.8876,-76.5119,47.95,53,93,1.99,overcast clouds
388,Saurimo,AO,-9.6608,20.3916,68.95,88,79,2.91,light rain
389,Kavaratti,IN,10.5669,72.642,81.34,78,98,17.65,overcast clouds
390,Tomatlan,MX,19.9333,-105.25,83.8,48,64,3.4,broken clouds
391,Vitoria Da Conquista,BR,-14.8661,-40.8394,75.9,78,86,4.72,overcast clouds
392,Vanavara,RU,60.34,102.2797,17.08,94,99,8.57,overcast clouds
393,Zabid,YE,14.1951,43.3152,82.71,54,0,7.99,clear sky
394,Umm Lajj,SA,25.0213,37.2685,81.61,62,25,2.93,scattered clouds
395,Rocha,UY,-34.4833,-54.3333,70.02,69,91,17.27,overcast clouds
396,Dunmore Town,BS,25.5,-76.65,73.31,63,1,6.08,clear sky
397,Meadow Lake,US,34.8014,-106.5436,60.69,39,0,8.93,clear sky
398,Tessalit,ML,20.1986,1.0114,85.44,13,36,5.28,scattered clouds
399,Chase,CA,50.8165,-119.6857,44.35,92,100,4.61,light rain
400,Denizli,TR,37.8402,29.0698,52.65,78,79,9.64,broken clouds
401,Yumen,CN,40.2833,97.2,17.65,64,19,13.4,few clouds
402,Punta Alta,AR,-38.8759,-62.0736,71.78,35,8,13.58,clear sky
403,Sheregesh,RU,52.9209,87.9869,16.79,88,100,3.06,overcast clouds
404,Dombas,NO,62.0696,9.1235,12.27,97,73,3.49,light snow
405,Cortez,US,37.3489,-108.5859,58.42,40,1,0.0,clear sky
406,Murgab,TM,37.4966,61.9714,58.05,35,0,8.61,clear sky
407,Talnakh,RU,69.4865,88.3972,-19.75,95,72,8.03,broken clouds
408,Pacific Grove,US,36.6177,-121.9166,68.63,56,1,1.99,clear sky
409,Meybod,IR,32.2501,54.0166,55.42,37,0,5.59,clear sky
410,Arrecife,ES,28.963,-13.5477,69.87,68,20,11.5,few clouds
411,Workington,GB,54.6425,-3.5441,53.49,97,100,21.0,light rain
412,Waddan,LY,29.1614,16.139,58.48,44,66,7.78,broken clouds
413,Nueva Loja,EC,0.0847,-76.8828,76.48,94,75,1.14,broken clouds
414,Eyl,SO,7.9803,49.8164,78.42,68,73,19.75,broken clouds
415,Vilhena,BR,-12.7406,-60.1458,84.16,59,72,3.76,broken clouds
416,Dharchula,IN,29.85,80.5333,55.27,23,90,7.0,overcast clouds
417,Forrest City,US,35.0081,-90.7898,58.86,47,0,6.85,clear sky
418,Lamu,KE,-2.2717,40.902,79.02,81,97,7.14,light rain
419,Bukama,CD,-9.2,25.85,77.85,72,59,3.78,light rain
420,Richards Bay,ZA,-28.783,32.0377,76.93,78,38,4.83,light rain
421,Pochutla,MX,15.7432,-96.4661,89.42,43,11,5.95,few clouds
422,Dunedin,NZ,-45.8742,170.5036,51.69,91,100,8.77,overcast clouds
423,Feijo,BR,-8.1642,-70.3536,72.86,99,100,4.56,overcast clouds
424,Alihe,CN,50.5667,123.7167,0.75,96,10,3.0,clear sky
425,San Isidro,PE,-12.1167,-77.05,71.19,72,40,4.0,scattered clouds
426,Burnie,AU,-41.0667,145.9167,55.42,93,57,9.66,broken clouds
427,Sao Miguel,BR,-5.4667,-35.3667,88.57,60,21,14.52,few clouds
428,Pachino,IT,36.7186,15.0907,50.04,57,53,10.65,broken clouds
429,Taltal,CL,-25.4,-70.4833,66.16,68,12,5.41,few clouds
430,Constitucion,CL,-35.3333,-72.4167,63.34,64,30,6.96,scattered clouds
431,Kavieng,PG,-2.5744,150.7967,82.36,75,98,12.24,overcast clouds
432,Solvychegodsk,RU,61.3305,46.9156,34.12,99,100,9.46,overcast clouds
433,Lumeje,AO,-11.55,20.7833,74.62,71,84,6.69,broken clouds
434,Fairbanks,US,64.8378,-147.7164,-6.92,76,98,4.85,overcast clouds
435,Suntar,RU,62.1444,117.6319,-12.37,100,99,3.49,overcast clouds
436,Hamilton,US,39.1834,-84.5333,51.51,59,55,3.0,broken clouds
437,Stornoway,GB,58.2093,-6.3865,47.03,92,75,3.0,broken clouds
438,Dukat,RU,62.55,155.55,-23.12,97,100,5.35,overcast clouds
439,Bria,CF,6.5423,21.9863,73.27,84,97,9.57,light rain
440,Hobyo,SO,5.3505,48.5268,80.38,63,60,20.18,broken clouds
441,Morden,CA,49.1919,-98.1014,28.24,78,100,2.42,overcast clouds
442,Krasnyy Yar,RU,46.5331,48.3456,48.13,90,100,6.67,overcast clouds
443,Poum,NC,-20.2333,164.0167,80.51,80,11,13.98,few clouds
444,Kincardine,GB,56.0667,-3.7167,53.19,93,100,6.69,light rain
445,Atar,MR,20.5169,-13.0499,82.42,15,61,12.1,broken clouds
446,Fayetteville,US,35.0527,-78.8784,56.71,32,1,5.99,clear sky
447,Port Hawkesbury,CA,45.6169,-61.3485,37.18,94,90,11.99,snow
448,Meulaboh,ID,4.1363,96.1285,76.77,87,98,3.13,overcast clouds
449,Wenling,CN,28.3669,121.36,47.91,58,1,16.26,clear sky
450,Kununurra,AU,-15.7667,128.7333,78.78,61,79,5.75,broken clouds
451,Gryazi,RU,52.4966,39.9359,35.28,68,89,22.62,overcast clouds
452,Pimentel,PE,-6.8367,-79.9342,73.69,60,0,20.71,clear sky
453,Lagoa,PT,39.05,-27.9833,61.75,75,25,11.72,scattered clouds
454,Walvis Bay,NA,-22.9575,14.5053,63.09,74,9,18.99,clear sky
455,Fulton,US,33.7668,-84.4499,61.93,39,1,1.99,clear sky
456,Forbes,AU,-33.3833,148.0167,64.92,87,100,5.39,overcast clouds
457,Turukhansk,RU,65.8167,87.9833,0.73,95,100,14.7,light snow
458,Disraeli,CA,45.9001,-71.3491,24.69,79,94,3.0,overcast clouds
459,Seymchan,RU,62.8833,152.4333,-32.64,99,94,1.16,overcast clouds
460,Pantai Remis,MY,4.4557,100.6288,77.4,86,61,3.71,broken clouds
461,The Valley,AI,18.217,-63.0578,85.86,65,75,12.66,broken clouds
462,Rawson,AR,-43.3002,-65.1023,81.14,22,0,7.29,clear sky
463,Novomykolayivka,UA,47.9781,35.9102,37.65,60,100,12.3,overcast clouds
464,Maniitsoq,GL,65.4167,-52.9,31.8,98,100,22.06,snow
465,Mareeba,AU,-17.0,145.4333,74.44,96,51,1.79,broken clouds
466,Yaan,NG,7.3833,8.5667,89.11,19,46,4.74,scattered clouds
467,Grimsby,GB,53.5654,-0.0755,52.99,82,20,14.97,few clouds
468,Saint George,US,37.1041,-113.5841,59.34,49,1,0.0,clear sky
469,Valley City,US,46.9233,-98.0032,34.54,93,1,0.0,clear sky
470,Rabo De Peixe,PT,37.8,-25.5833,64.27,87,75,16.11,broken clouds
471,Las Vegas,US,36.175,-115.1372,70.68,23,1,0.0,clear sky
472,Olinda,BR,-8.0089,-34.8553,84.34,62,89,10.85,overcast clouds
473,Carutapera,BR,-1.195,-46.02,89.06,55,55,8.97,broken clouds
474,Brigantine,US,39.4101,-74.3646,45.0,54,90,8.05,overcast clouds
475,Buchanan,LR,5.8808,-10.0467,89.56,72,45,7.43,light rain
476,Mangan,IN,27.5167,88.5333,59.59,54,47,5.59,scattered clouds
477,Ust-Tsilma,RU,65.441,52.1498,13.86,75,100,15.41,overcast clouds
478,Quchan,IR,37.106,58.5095,48.58,48,0,4.81,clear sky
479,Hay River,CA,60.8156,-115.7999,2.59,93,100,10.51,light snow
480,Port Augusta,AU,-32.5,137.7667,73.71,23,17,3.02,few clouds
481,Los Alamos,US,35.8881,-106.307,58.05,32,1,3.0,clear sky
482,Doha,QA,25.2867,51.5333,75.18,73,0,6.91,clear sky
483,Monroe,US,43.1501,-77.6831,36.91,85,90,10.36,light rain
484,Edson,CA,53.5835,-116.4356,30.25,86,97,4.65,overcast clouds
485,Talaya,RU,61.3833,152.75,-30.64,100,98,0.94,overcast clouds
486,Niort,FR,46.3333,-0.3333,45.72,89,84,11.56,broken clouds
487,Ha Giang,VN,22.8333,104.9833,60.37,82,70,2.39,broken clouds
488,Bombay,IN,19.0144,72.8479,84.18,54,40,4.61,smoke
489,Sao Luiz Gonzaga,BR,-28.4083,-54.9608,81.05,36,0,11.1,clear sky
490,Plouzane,FR,48.3833,-4.6167,50.32,93,90,13.8,light intensity drizzle
491,Egvekinot,RU,66.3167,-179.1667,-17.18,84,11,6.62,few clouds
492,Msanga,TZ,-6.05,36.0333,77.72,53,64,11.07,broken clouds
493,Belyy Yar,RU,53.6039,91.3903,9.86,91,77,2.24,mist
494,Nemuro,JP,43.3236,145.575,49.77,95,100,28.45,overcast clouds
495,Sibu,MY,2.3,111.8167,74.37,92,77,1.03,broken clouds
496,Daru,PG,-9.0763,143.2092,79.63,88,100,6.11,overcast clouds
497,Togur,RU,58.3631,82.8265,19.27,96,99,7.02,overcast clouds
498,Makakilo City,US,21.3469,-158.0858,71.92,76,1,8.05,clear sky
499,Omboue,GA,-1.5746,9.2618,78.78,85,95,7.61,overcast clouds
500,College,US,64.8569,-147.8028,-6.92,75,40,6.91,scattered clouds
501,Vardo,NO,70.3705,31.1107,24.78,58,20,19.57,few clouds
502,Lasa,IT,46.6166,10.7002,45.34,93,94,8.12,light snow
503,Rio Grande,BR,-32.035,-52.0986,77.11,69,93,19.89,overcast clouds
504,Pilar,BR,-9.5972,-35.9567,91.33,43,88,16.98,overcast clouds
505,Manzhouli,CN,49.6,117.4333,4.06,93,9,6.96,clear sky
506,Santa Maria,BR,-29.6842,-53.8069,80.8,39,4,10.76,clear sky
507,Pathein,MM,16.7833,94.7333,70.25,81,86,5.97,overcast clouds
508,Bangui,CF,4.3612,18.555,72.93,85,100,3.85,light rain
509,Batemans Bay,AU,-35.7167,150.1833,66.09,95,100,2.59,overcast clouds
510,Ulladulla,AU,-35.35,150.4667,65.88,95,97,2.62,overcast clouds
511,Dhidhdhoo,MV,6.8833,73.1,82.0,77,93,8.7,overcast clouds
512,Den Helder,NL,52.9599,4.7593,49.06,91,75,3.0,broken clouds
513,Muisne,EC,0.6,-80.0333,80.71,83,100,8.59,overcast clouds
514,Suamico,US,44.6319,-88.0393,40.01,78,1,7.0,clear sky
515,Shaturtorf,RU,55.5672,39.4169,29.08,90,100,20.42,light snow
516,Grand Baie,MU,-20.0182,57.5802,76.44,68,17,3.0,few clouds
517,Hit,IQ,33.6416,42.8251,70.52,32,100,8.81,overcast clouds
518,Wewak,PG,-3.5534,143.6268,76.57,92,100,0.96,overcast clouds
519,Kalangala,UG,-0.3089,32.225,70.95,63,79,6.08,broken clouds
520,Rajshahi,BD,24.3667,88.6,66.92,58,13,6.98,few clouds
521,Maceio,BR,-9.6658,-35.7353,92.64,55,40,17.27,scattered clouds
522,Cache Creek,CA,50.8101,-121.3246,43.25,94,100,4.81,overcast clouds
523,Tornio,FI,65.8481,24.1466,5.02,88,62,12.77,broken clouds
524,Kuryk,KZ,43.2,51.65,58.08,64,100,24.4,overcast clouds
525,Eureka,US,40.8021,-124.1637,45.79,57,1,2.59,clear sky
526,Svetlogorsk,BY,52.6333,29.7333,29.03,84,93,14.65,overcast clouds
527,Te Anau,NZ,-45.4167,167.7167,49.98,94,94,0.98,overcast clouds
528,Traverse City,US,44.7631,-85.6206,37.58,88,90,9.22,overcast clouds
529,Mecca,SA,21.4267,39.8261,78.58,56,0,1.48,clear sky
530,Laguna,US,38.421,-121.4238,67.08,88,1,0.0,clear sky
531,Lang Son,VN,21.8333,106.7333,55.33,77,62,5.35,broken clouds
532,Tirano,IT,46.2154,10.1679,39.18,81,37,6.87,scattered clouds
533,Buturlinovka,RU,50.8239,40.6092,36.45,70,52,10.92,broken clouds
534,Mpongwe,ZM,-13.5091,28.155,74.61,35,23,6.49,few clouds
535,Shubarshi,KZ,48.5872,57.1869,34.99,72,100,16.22,overcast clouds
536,Mackay,AU,-21.15,149.2,75.04,87,100,3.04,overcast clouds
537,Tamandare,BR,-8.7597,-35.1047,85.19,61,93,12.44,overcast clouds
538,Bac Lieu,VN,9.285,105.7244,78.55,87,99,19.04,overcast clouds
539,Koudougou,BF,12.25,-2.3667,92.98,9,96,9.06,overcast clouds
540,Chumikan,RU,54.7183,135.315,-8.03,93,42,8.99,scattered clouds
541,Ranong,TH,9.9658,98.6348,75.29,96,100,7.02,heavy intensity rain
542,Bereda,ES,43.2686,-7.5406,53.35,87,70,1.97,broken clouds
543,Krasnoselkup,RU,65.7,82.4667,-10.28,96,69,12.57,broken clouds
544,Kamenka,RU,51.3223,42.7678,35.74,67,54,12.53,broken clouds
545,Voskresenskoye,RU,56.8381,45.4317,35.96,73,72,18.05,broken clouds
546,Astorga,BR,-23.2325,-51.6656,86.4,30,6,10.27,clear sky
547,Mogadouro,PT,41.3403,-6.7119,48.78,66,2,1.66,clear sky
548,Mutsu,JP,41.2894,141.2169,50.0,72,100,22.26,overcast clouds
549,Batsfjord,NO,70.6345,29.7185,24.8,73,0,5.75,clear sky
550,Bahawalnagar,PK,30.5508,73.3908,63.79,26,61,2.35,broken clouds
551,Birjand,IR,32.8663,59.2211,53.31,47,0,3.24,clear sky
552,Savannah Bight,HN,16.45,-85.85,82.45,67,2,2.39,clear sky
553,Cody,US,44.5263,-109.0565,45.64,67,1,0.0,clear sky
554,Narsaq,GL,60.9167,-46.05,34.02,96,100,6.29,overcast clouds
555,Osypenko,UA,46.9136,36.8253,43.84,64,100,9.46,overcast clouds
556,Tambovka,RU,50.0969,128.0489,-3.17,100,98,8.7,overcast clouds
557,Suzun,RU,53.7841,82.3116,7.92,97,90,3.13,overcast clouds
558,Zhezkazgan,KZ,47.8043,67.7144,20.91,90,5,4.43,clear sky
559,Port Moresby,PG,-9.4431,147.1797,76.96,91,100,4.18,overcast clouds
560,Owensboro,US,37.7742,-87.1133,56.26,58,1,3.44,clear sky
561,Schongau,DE,47.8167,10.9,37.69,93,75,37.98,light rain and snow
562,Nikki,BJ,9.9401,3.2108,87.89,18,12,4.07,few clouds
563,Shirdi,IN,19.7667,74.4833,72.39,53,100,7.0,overcast clouds
564,Pakala,IN,13.4667,79.1167,70.27,96,11,3.0,few clouds
565,Marienburg,PL,54.0359,19.0266,33.89,99,100,3.0,snow
566,Hervey Bay,AU,-25.2986,152.8535,77.04,91,100,3.0,light rain
567,Pedernales,DO,18.0384,-71.744,83.26,60,80,6.93,broken clouds
568,Rena,NO,61.1348,11.3641,16.12,93,78,2.86,broken clouds
569,Lewistown,US,40.5992,-77.5714,37.26,93,90,0.0,light snow
570,Kislang,HU,46.9574,18.3881,39.58,59,98,18.54,overcast clouds
571,Dhar,IN,22.6,75.3,67.68,40,100,7.43,overcast clouds
572,Hovin,NO,63.1055,10.225,24.96,90,99,5.14,overcast clouds
573,Mana,GF,5.6592,-53.7767,84.72,70,100,11.01,overcast clouds
574,Cachoeira Do Sul,BR,-30.0392,-52.8939,84.43,31,22,11.88,few clouds
575,Alfonsine,IT,44.5061,12.0564,49.14,57,34,6.08,scattered clouds
576,Chiredzi,ZW,-21.05,31.6667,86.5,29,34,6.71,scattered clouds
577,Solnechnyy,RU,50.7214,136.6319,8.62,91,100,7.9,overcast clouds
578,Galveston,US,29.3669,-94.9669,72.09,70,1,3.0,clear sky
579,Goderich,CA,43.7501,-81.7165,34.92,84,100,13.24,overcast clouds
580,Lismore,AU,-28.8135,153.2773,66.7,99,90,6.91,light rain
581,Champerico,GT,14.3,-91.9167,90.36,53,0,3.38,clear sky
582,Raahe,FI,64.6833,24.4833,18.01,91,100,21.14,light snow
583,Perth,AU,-31.9333,115.8333,59.67,71,0,14.97,clear sky
584,Chunoyar,RU,57.4467,97.3217,24.94,75,100,12.84,overcast clouds
585,Bezhanitsy,RU,56.9767,29.8907,22.35,91,100,15.21,light snow
586,Treinta Y Tres,UY,-33.2333,-54.3833,77.61,40,18,16.46,few clouds
587,Aluksne,LV,57.4167,27.05,20.5,90,100,11.14,overcast clouds
588,Waipawa,NZ,-41.4122,175.5153,55.02,97,100,7.61,overcast clouds
589,Shenjiamen,CN,29.9576,122.298,48.09,52,5,24.2,clear sky
590,Cordoba,AR,-31.4135,-64.1811,88.65,22,20,17.27,few clouds
591,Mineiros,BR,-17.5694,-52.5511,81.05,68,84,11.41,broken clouds
592,Awbari,LY,26.5921,12.7805,60.19,10,28,7.54,scattered clouds
593,Rio Tuba,PH,8.5061,117.4317,80.33,82,100,4.41,overcast clouds
594,Shaoguan,CN,24.8,113.5833,46.2,69,1,3.15,clear sky
595,Lodja,CD,-3.4833,23.4333,70.68,99,100,2.48,moderate rain
596,Baghdad,IQ,33.3406,44.4009,70.39,32,85,3.87,overcast clouds
597,Qaqortoq,GL,60.7167,-46.0333,34.3,94,100,5.93,overcast clouds
598,Billings,US,45.7833,-108.5007,44.37,69,90,19.57,overcast clouds
599,Ampanihy,MG,-24.7,44.75,76.01,75,0,12.88,clear sky
600,Geraldton,AU,-28.7667,114.6,61.21,72,75,12.66,broken clouds
601,Seaforth,JM,17.9358,-76.4573,85.05,66,96,8.88,overcast clouds
602,Bayji,IQ,34.9311,43.487,68.38,37,100,4.99,overcast clouds
603,Rapid Valley,US,44.0625,-103.1463,52.43,72,1,14.97,clear sky
604,Farsund,NO,58.0948,6.8047,38.05,70,49,9.64,scattered clouds
605,Fecamp,FR,49.7579,0.3746,51.51,92,100,23.31,overcast clouds
606,Hibbing,US,47.4272,-92.9377,31.5,74,1,13.8,clear sky
607,Kattivakkam,IN,13.2167,80.3167,82.49,87,69,9.15,broken clouds
608,Huaihua,CN,27.5494,109.9592,45.41,70,0,2.75,clear sky
609,Orotukan,RU,62.2667,151.7,-28.8,100,91,4.85,overcast clouds
610,Dingle,PH,10.9995,122.6711,75.34,85,56,3.31,broken clouds
611,San Quintin,MX,30.4833,-115.95,66.49,62,0,3.89,clear sky
612,Soe,ID,-9.8607,124.284,68.88,85,97,3.69,overcast clouds
613,Sretensk,RU,52.2453,117.7093,-8.84,99,31,1.5,scattered clouds
614,Chuguyevka,RU,44.1653,133.8633,13.8,96,100,7.96,snow
615,Sarkand,KZ,45.41,79.9186,29.07,52,65,8.72,broken clouds
616,Coahuayana,MX,18.7333,-103.6833,85.48,53,34,4.07,scattered clouds
617,Kaeo,NZ,-35.1,173.7833,58.32,93,86,2.48,overcast clouds
618,West Odessa,US,31.8424,-102.4988,67.82,41,1,11.5,clear sky
619,Gardner,US,42.5751,-71.9981,37.92,60,40,5.01,scattered clouds
620,Jurm,AF,36.8648,70.8342,42.15,40,1,5.12,clear sky
621,Rio Gallegos,AR,-51.6226,-69.2181,62.65,34,0,17.27,clear sky
622,Caravelas,BR,-17.7125,-39.2481,78.98,85,93,12.66,overcast clouds
623,Kill,IE,52.1761,-7.335,51.82,93,40,10.36,light rain
624,Moroni,KM,-11.7022,43.2551,79.36,79,38,3.11,scattered clouds
625,Noyabrsk,RU,63.1994,75.4507,-16.87,100,42,5.12,scattered clouds
626,Nautanwa,IN,27.4333,83.4167,63.88,69,92,2.24,overcast clouds
627,Agbor,NG,6.2518,6.1934,84.6,58,45,2.13,scattered clouds
628,Westport,US,41.1415,-73.3579,42.89,64,90,1.01,overcast clouds
629,Rongcheng,CN,30.634,117.8517,40.3,55,0,3.11,clear sky
630,La Plata,AR,-34.9215,-57.9545,79.03,30,0,7.11,clear sky
631,Lavrentiya,RU,65.5833,-171.0,-12.69,88,7,8.63,clear sky
632,Tarauaca,BR,-8.1614,-70.7656,73.04,99,100,4.25,overcast clouds
633,Rorvik,NO,64.8621,11.2373,17.58,84,98,16.89,overcast clouds
634,Port Hedland,AU,-20.3167,118.5667,80.65,89,3,12.66,clear sky
635,Divnomorskoye,RU,44.5011,38.1353,54.18,91,100,28.45,overcast clouds
636,Lewiston,US,44.1003,-70.2148,37.71,52,1,10.36,clear sky
637,Turayf,SA,31.6725,38.6637,66.18,26,48,10.76,scattered clouds
638,Sangar,RU,63.9242,127.4739,-14.96,96,100,5.46,overcast clouds
639,Voh,NC,-20.9667,164.7,76.06,90,2,3.85,clear sky
640,Namibe,AO,-15.1961,12.1522,72.03,72,4,9.44,clear sky
641,Kangaatsiaq,GL,68.3065,-53.4641,32.67,90,97,16.22,overcast clouds
642,Cacu,BR,-18.5567,-51.1308,82.72,71,100,9.66,overcast clouds
643,West Wendover,US,40.7391,-114.0733,36.61,60,1,8.05,clear sky
644,Oktyabrskiy,RU,54.4815,53.471,36.14,97,100,21.14,overcast clouds
645,Mirador,BR,-6.3708,-44.3631,89.01,52,97,3.85,light rain
646,Kirensk,RU,57.7853,108.1119,24.6,95,100,11.1,snow
647,Peniche,PT,39.3558,-9.3811,59.09,71,19,4.09,few clouds
648,Serenje,ZM,-13.2325,30.2352,74.03,38,72,6.08,broken clouds
649,Iquique,CL,-20.2208,-70.1431,69.84,67,100,6.4,overcast clouds
650,Sukhobezvodnoye,RU,57.0491,44.8891,34.88,75,94,18.59,overcast clouds
651,Matara,LK,5.9485,80.5353,76.78,88,19,2.73,few clouds
652,Penha,BR,-26.7694,-48.6458,92.71,57,40,13.8,scattered clouds
653,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,8.78,66,5,11.39,clear sky
654,Sovetskiy,RU,61.3614,63.5842,18.52,95,100,13.02,snow
655,Najran,SA,17.4924,44.1277,62.65,30,0,5.32,clear sky
656,Urucui,BR,-7.2294,-44.5561,89.85,53,100,5.66,overcast clouds
657,Stepnoye,RU,51.4,46.8667,42.89,91,11,11.45,few clouds
658,Mont-Dore,NC,-22.2833,166.5833,80.01,99,19,5.59,few clouds
659,Ayaviri,PE,-14.8864,-70.5889,59.47,41,81,1.79,broken clouds
660,Noumea,NC,-22.2763,166.4572,80.01,99,29,5.82,scattered clouds
661,Zarubino,RU,42.63,131.0922,25.74,69,98,23.98,overcast clouds
662,Yeppoon,AU,-23.1333,150.7333,73.18,86,99,4.23,overcast clouds
663,Gimli,CA,50.6336,-96.9907,21.06,81,93,2.98,overcast clouds
664,Jiangyou,CN,31.7667,104.7167,47.61,68,29,1.01,scattered clouds
665,Tchollire,CM,8.4022,14.1698,85.91,17,68,1.86,broken clouds
666,Tondano,ID,1.3038,124.9112,68.09,95,100,4.52,overcast clouds
667,Korla,CN,41.7597,86.1469,23.4,62,32,2.55,scattered clouds
668,Nicoya,CR,10.1483,-85.452,83.75,66,51,14.18,broken clouds
669,Rio Bueno,CL,-40.3167,-72.9667,64.54,31,84,3.62,broken clouds
670,Narayangarh,IN,30.4833,77.1333,60.12,39,60,4.34,broken clouds
671,Khasan,RU,42.4308,130.6434,24.66,76,100,30.13,overcast clouds
672,Londoko,RU,49.0333,131.9833,6.84,92,100,4.32,overcast clouds
673,Millau,FR,44.0833,2.9167,37.53,77,100,4.12,overcast clouds
674,Port Lincoln,AU,-34.7333,135.8667,59.92,87,67,15.5,broken clouds
